# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 11 07:45:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-24 d,Kepler-24,1,4,2014,0,4.24438400,0.00005300,-0.00005300,0,0.051000,,,0,3.43000,,,0,0.000000,,,0,601.89,40.74,-37.69,0,1305,,,0,,5897.00,219.00,-219.00,0,1.29,0.29,-0.29,0,0.98,0.06,-0.06,0,4.20,0.15,-0.15,0,1156.8100000,32.0800000,-32.0800000
Kepler-24 e,Kepler-24,1,4,2014,0,18.99835500,0.00015700,-0.00015700,0,0.138000,,,0,8.15000,,,0,0.000000,,,0,81.51,5.52,-5.10,0,792,,,0,,5897.00,219.00,-219.00,0,1.29,0.29,-0.29,0,0.98,0.06,-0.06,0,4.20,0.15,-0.15,0,1156.8100000,32.0800000,-32.0800000
Kepler-240 b,Kepler-240,1,2,2014,0,4.14449500,0.00002600,-0.00002600,0,0.048000,,,0,2.45000,,,0,0.000000,,,0,142.74,8.93,-8.33,0,864,,,0,,4985.00,200.00,-200.00,0,0.74,0.30,-0.30,0,0.75,0.02,-0.02,0,4.63,0.30,-0.30,0,746.9270000,20.1500000,-19.1360000
Kepler-240 c,Kepler-240,1,2,2014,0,7.95352800,0.00002500,-0.00002500,0,0.074000,,,0,102.30000,43.30000,-39.40000,0,0.000000,,,0,59.84,3.75,-3.49,0,696,,,0,,4985.00,200.00,-200.00,0,0.74,0.30,-0.30,0,0.75,0.02,-0.02,0,4.63,0.30,-0.30,0,746.9270000,20.1500000,-19.1360000
Kepler-241 b,Kepler-241,1,2,2014,0,12.71809200,0.00003500,-0.00003500,0,0.094000,,,0,6.04000,,,0,0.000000,,,0,23.60,6.56,-6.60,0,562,,,0,,4699.00,200.00,-200.00,0,0.67,0.29,-0.29,0,0.67,0.02,-0.02,0,4.63,0.30,-0.30,0,512.0000000,30.2630000,-37.6580000
Kepler-241 c,Kepler-241,1,2,2014,0,36.06597800,0.00013300,-0.00013300,0,0.189000,,,0,7.13000,,,0,0.000000,,,0,5.88,1.64,-1.64,0,397,,,0,,4699.00,200.00,-200.00,0,0.67,0.29,-0.29,0,0.67,0.02,-0.02,0,4.63,0.30,-0.30,0,512.0000000,30.2630000,-37.6580000
Kepler-242 b,Kepler-242,1,2,2014,0,8.20395000,0.00002000,-0.00002000,0,0.075000,,,0,7.32000,,,0,0.000000,,,0,43.77,2.14,-2.03,0,742,,,0,,5020.00,200.00,-200.00,0,0.85,0.52,-0.52,0,0.81,0.03,-0.04,0,4.49,0.30,-0.30,0,600.2410000,11.3420000,-10.9360000
Kepler-242 c,Kepler-242,1,2,2014,0,14.49648100,0.00008300,-0.00008300,0,0.109000,,,0,4.66000,,,0,0.000000,,,0,20.50,1.00,-0.95,0,613,,,0,,5020.00,200.00,-200.00,0,0.85,0.52,-0.52,0,0.81,0.03,-0.04,0,4.49,0.30,-0.30,0,600.2410000,11.3420000,-10.9360000
Kepler-243 b,Kepler-243,1,2,2014,0,5.71544200,0.00001100,-0.00001100,0,0.062000,,,0,6.57000,,,0,0.000000,,,0,115.50,4.84,-4.63,0,850,,,0,,5228.00,200.00,-200.00,0,0.84,0.40,-0.40,0,0.83,0.04,-0.04,0,4.57,0.30,-0.30,0,693.8600000,9.7960000,-9.5320000
Kepler-243 c,Kepler-243,1,2,2014,0,20.02621800,0.00016300,-0.00016300,0,0.142000,,,0,4.62000,,,0,0.000000,,,0,21.72,0.91,-0.87,0,559,,,0,,5228.00,200.00,-200.00,0,0.84,0.40,-0.40,0,0.83,0.04,-0.04,0,4.57,0.30,-0.30,0,693.8600000,9.7960000,-9.5320000
Kepler-244 b,Kepler-244,1,3,2014,0,4.31179200,0.00000800,-0.00000800,0,0.050000,,,0,8.05000,,,0,0.000000,,,0,242.47,20.30,-18.48,0,1038,,,0,,5554.00,200.00,-200.00,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0,4.58,0.30,-0.30,0,1036.4900000,36.2600000,-33.9300000
Kepler-244 c,Kepler-244,1,3,2014,0,9.76729200,0.00004600,-0.00004600,0,0.087000,,,0,4.86000,,,0,0.000000,,,0,81.57,6.83,-6.22,0,791,,,0,,5554.00,200.00,-200.00,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0,4.58,0.30,-0.30,0,1036.4900000,36.2600000,-33.9300000
Kepler-244 d,Kepler-244,1,3,2014,0,20.05040100,0.00013000,-0.00013000,0,0.140000,,,0,15.20000,20.00000,-13.00000,0,0.000000,,,0,31.27,2.62,-2.38,0,622,,,0,,5554.00,200.00,-200.00,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0,4.58,0.30,-0.30,0,1036.4900000,36.2600000,-33.9300000
Kepler-245 b,Kepler-245,1,4,2014,0,7.49019000,0.00001900,-0.00001900,0,0.071000,,,0,7.13000,,,0,0.000000,,,0,77.75,6.15,-5.64,0,753,,,0,,5100.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0,4.56,0.15,-0.15,0,861.5270000,26.0410000,-24.5820000
Kepler-245 c,Kepler-245,1,4,2014,0,17.46081200,0.00007600,-0.00007600,0,0.124000,,,0,225.60000,61.30000,-36.50000,0,0.000000,,,0,25.15,1.99,-1.82,0,568,,,0,,5100.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0,4.56,0.15,-0.15,0,861.5270000,26.0410000,-24.5820000
Kepler-245 d,Kepler-245,1,4,2014,0,36.27710800,0.00017300,-0.00017300,0,0.202000,,,0,21.60000,16.60000,-12.10000,0,0.000000,,,0,9.49,0.75,-0.69,0,445,,,0,,5100.00,100.00,-100.00,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0,4.56,0.15,-0.15,0,861.5270000,26.0410000,-24.5820000
Kepler-245 e,Kepler-245,1,4,2016,0,3.21982106,0.00000474,-0.00000474,0,0.040000,,,0,3.71000,,,0,0.000000,,,0,240.15,19.00,-17.43,0,998,,,0,,5174.00,72.87,-76.02,0,0.80,0.02,-0.02,0,0.86,0.03,-0.03,0,4.57,0.02,-0.02,0,861.5270000,26.0410000,-24.5820000
Kepler-246 b,Kepler-246,1,2,2014,0,4.60182000,0.00000800,-0.00000800,0,0.052000,,,0,6.08000,,,0,0.000000,,,0,141.61,6.01,-5.77,0,896,,,0,,5206.00,200.00,-200.00,0,0.83,0.42,-0.42,0,0.79,0.05,-0.03,0,4.56,0.30,-0.30,0,626.0780000,9.0560000,-8.8060000
Kepler-246 c,Kepler-246,1,2,2014,0,11.18716100,0.00007500,-0.00007500,0,0.095000,,,0,2.86000,,,0,0.000000,,,0,43.21,1.83,-1.76,0,667,,,0,,5206.00,200.00,-200.00,0,0.83,0.42,-0.42,0,0.79,0.05,-0.03,0,4.56,0.30,-0.30,0,626.0780000,9.0560000,-8.8060000
Kepler-247 b,Kepler-247,1,3,2014,0,3.33616000,0.00000700,-0.00000700,0,0.042000,,,0,3.33000,,,0,0.000000,,,0,216.11,10.46,-9.93,0,970,,,0,,5100.00,200.00,-200.00,0,0.77,0.21,-0.21,0,0.84,0.04,-0.04,0,4.61,0.30,-0.30,0,663.7110000,13.8840000,-13.3360000
Kepler-247 c,Kepler-247,1,3,2014,0,9.43945200,0.00000700,-0.00000700,0,0.084000,,,0,15.70000,,,0,0.000000,,,0,53.90,2.61,-2.48,0,686,,,0,,5100.00,200.00,-200.00,0,0.77,0.21,-0.21,0,0.84,0.04,-0.04,0,4.61,0.30,-0.30,0,663.7110000,13.8840000,-13.3360000
Kepler-247 d,Kepler-247,1,3,2014,0,20.47791200,0.00002600,-0.00002600,0,0.140000,,,0,14.70000,,,0,0.000000,,,0,19.21,0.93,-0.88,0,530,,,0,,5100.00,200.00,-200.00,0,0.77,0.21,-0.21,0,0.84,0.04,-0.04,0,4.61,0.30,-0.30,0,663.7110000,13.8840000,-13.3360000
Kepler-248 b,Kepler-248,1,2,2014,0,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,9.38000,,,0,0.000000,,,0,79.31,4.86,-4.57,0,819,,,0,,5190.00,161.00,-161.00,0,0.83,0.10,-0.10,0,0.90,0.02,-0.02,0,4.57,0.20,-0.20,0,738.7920000,12.7425000,-12.7425000
Kepler-248 c,Kepler-248,1,2,2014,0,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,15.60000,,,0,0.000000,,,0,22.46,1.38,-1.29,0,598,,,0,,5190.00,161.00,-161.00,0,0.83,0.10,-0.10,0,0.90,0.02,-0.02,0,4.57,0.20,-0.20,0,738.7920000,12.7425000,-12.7425000
Kepler-249 b,Kepler-249,1,3,2014,0,3.30653900,0.00001000,-0.00001000,0,0.035000,,,0,1.32000,,,0,0.000000,,,0,24.26,1.65,-1.22,0,554,,,0,M2 V,3568.00,150.00,-150.00,0,0.48,0.02,-0.02,0,0.51,0.02,-0.02,0,4.78,0.20,-0.20,0,190.4010000,1.2195000,-1.2195000
Kepler-249 c,Kepler-249,1,3,2014,0,7.11370200,0.00001800,-0.00001800,0,0.058000,,,0,2.89000,,,0,0.000000,,,0,12.53,1.28,-1.17,0,429,,,0,M2 V,3568.00,150.00,-150.00,0,0.48,0.02,-0.02,0,0.51,0.02,-0.02,0,4.78,0.20,-0.20,0,190.4010000,1.2195000,-1.2195000
Kepler-249 d,Kepler-249,1,3,2014,0,15.36845900,0.00007000,-0.00007000,0,0.097000,,,0,3.09000,,,0,0.000000,,,0,4.47,0.46,-0.42,0,332,,,0,M2 V,3568.00,150.00,-150.00,0,0.48,0.02,-0.02,0,0.51,0.02,-0.02,0,4.78,0.20,-0.20,0,190.4010000,1.2195000,-1.2195000
Kepler-25 b,Kepler-25,2,3,2011,0,6.23829700,0.00001700,-0.00001700,0,0.068500,,,0,8.70000,2.50000,-2.30000,0,0.002900,0.002300,-0.001700,0,542.96,10.90,-10.70,0,1185,,,0,,6103.00,47.00,-47.00,0,1.32,0.02,-0.02,0,1.17,0.03,-0.03,0,4.28,0.01,-0.01,0,243.2490000,1.4140000,-1.3970000
Kepler-25 c,Kepler-25,2,3,2011,0,12.72070000,0.00011000,-0.00010000,0,0.110100,,,0,15.20000,1.30000,-1.60000,0,0.006100,0.004900,-0.004100,0,210.17,4.22,-4.14,0,934,,,0,,6354.00,27.00,-27.00,0,1.32,0.02,-0.02,0,1.17,0.03,-0.03,0,4.29,0.00,0.00,0,243.2490000,1.4140000,-1.3970000
Kepler-25 d,Kepler-25,2,3,2014,0,122.40000000,0.80000000,-0.71000000,0,,,,,71.90000,9.80000,-9.80000,0,0.130000,0.130000,-0.090000,0,,,,,,,,,,6270.00,79.00,-79.00,0,1.32,0.02,-0.02,0,1.17,0.03,-0.03,0,4.28,0.03,-0.03,0,243.2490000,1.4140000,-1.3970000
Kepler-250 b,Kepler-250,1,3,2014,0,4.14814100,0.00004600,-0.00004600,0,0.048000,,,0,1.51000,,,0,0.000000,,,0,148.10,8.37,-7.87,0,938,,,0,,5160.00,200.00,-200.00,0,0.81,0.46,-0.46,0,0.83,0.03,-0.04,0,4.57,0.30,-0.30,0,760.5850000,16.9200000,-16.2110000
Kepler-250 c,Kepler-250,1,3,2014,0,7.15680400,0.00002200,-0.00002200,0,0.069000,,,0,5.82000,,,0,0.000000,,,0,71.50,4.04,-3.80,0,782,,,0,,5160.00,200.00,-200.00,0,0.81,0.46,-0.46,0,0.83,0.03,-0.04,0,4.57,0.30,-0.30,0,760.5850000,16.9200000,-16.2110000
Kepler-250 d,Kepler-250,1,3,2014,0,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,5.39000,,,0,0.000000,,,0,21.46,1.21,-1.14,0,579,,,0,,5160.00,200.00,-200.00,0,0.81,0.46,-0.46,0,0.83,0.03,-0.04,0,4.57,0.30,-0.30,0,760.5850000,16.9200000,-16.2110000
Kepler-251 b,Kepler-251,1,4,2014,0,4.79093600,0.00003700,-0.00003700,0,0.053000,,,0,2.33000,,,0,0.000000,,,0,203.17,14.59,-13.50,0,990,,,0,,5526.00,100.00,-100.00,0,0.89,0.15,-0.15,0,0.95,0.04,-0.04,0,4.49,0.15,-0.15,0,924.6250000,27.2190000,-25.7300000
Kepler-251 c,Kepler-251,1,4,2014,0,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,8.10000,,,0,0.000000,,,0,38.95,2.80,-2.59,0,655,,,0,,5526.00,100.00,-100.00,0,0.89,0.15,-0.15,0,0.95,0.04,-0.04,0,4.49,0.15,-0.15,0,924.6250000,27.2190000,-25.7300000
Kepler-251 d,Kepler-251,1,4,2014,0,30.13300100,0.00016100,-0.00016100,0,0.182000,,,0,8.10000,,,0,0.000000,,,0,17.48,1.25,-1.16,0,536,,,0,,5526.00,100.00,-100.00,0,0.89,0.15,-0.15,0,0.95,0.04,-0.04,0,4.49,0.15,-0.15,0,924.6250000,27.2190000,-25.7300000
Kepler-251 e,Kepler-251,1,4,2014,0,99.64016100,0.00107400,-0.00107400,0,0.404000,,,0,8.10000,,,0,0.000000,,,0,3.55,0.26,-0.24,0,360,,,0,,5526.00,100.00,-100.00,0,0.89,0.15,-0.15,0,0.95,0.04,-0.04,0,4.49,0.15,-0.15,0,924.6250000,27.2190000,-25.7300000
Kepler-252 b,Kepler-252,1,2,2014,0,6.66839100,0.00003100,-0.00003100,0,0.058000,,,0,2.04000,,,0,0.000000,,,0,39.26,1.00,-0.97,0,587,,,0,M0 V,4208.00,150.00,-150.00,0,0.55,0.03,-0.03,0,0.61,0.01,-0.01,0,4.72,0.20,-0.20,0,379.4240000,3.5120000,-3.4500000
Kepler-252 c,Kepler-252,1,2,2014,0,10.84846300,0.00001500,-0.00001500,0,0.080000,,,0,5.27000,,,0,0.000000,,,0,20.51,0.52,-0.51,0,499,,,0,M0 V,4208.00,150.00,-150.00,0,0.55,0.03,-0.03,0,0.61,0.01,-0.01,0,4.72,0.20,-0.20,0,379.4240000,3.5120000,-3.4500000
Kepler-253 b,Kepler-253,1,3,2014,0,3.78398600,0.00001700,-0.00001700,0,0.046000,,,0,3.29000,,,0,0.000000,,,0,194.35,12.97,-12.05,0,949,,,0,,5208.00,200.00,-200.00,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0,4.59,0.30,-0.30,0,838.5950000,20.3170000,-19.3940000
Kepler-253 c,Kepler-253,1,3,2014,0,10.28195100,0.00003200,-0.00003200,0,0.089000,,,0,7.51000,,,0,0.000000,,,0,51.27,3.42,-3.18,0,680,,,0,,5208.00,200.00,-200.00,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0,4.59,0.30,-0.30,0,838.5950000,20.3170000,-19.3940000
Kepler-253 d,Kepler-253,1,3,2014,0,18.11986900,0.00006600,-0.00006600,0,0.130000,,,0,10.20000,,,0,0.000000,,,0,24.08,1.61,-1.49,0,563,,,0,,5208.00,200.00,-200.00,0,0.79,0.32,-0.32,0,0.85,0.04,-0.04,0,4.59,0.30,-0.30,0,838.5950000,20.3170000,-19.3940000
Kepler-254 b,Kepler-254,1,3,2014,0,5.82666200,0.00001000,-0.00001000,0,0.064000,,,0,14.30000,,,0,0.000000,,,0,184.34,23.61,-20.45,0,1013,,,0,,5957.00,200.00,-200.00,0,0.91,0.43,-0.43,0,0.93,0.04,-0.05,0,4.52,0.30,-0.30,0,1389.4800000,75.4100000,-68.1600000
Kepler-254 c,Kepler-254,1,3,2014,0,12.41218300,0.00008200,-0.00008200,0,0.105000,,,0,3.20000,3.70000,-2.70000,0,0.000000,,,0,67.22,8.61,-7.46,0,787,,,0,,5957.00,200.00,-200.00,0,0.91,0.43,-0.43,0,0.93,0.04,-0.05,0,4.52,0.30,-0.30,0,1389.4800000,75.4100000,-68.1600000
Kepler-254 d,Kepler-254,1,3,2014,0,18.74647700,0.00012100,-0.00012100,0,0.139000,,,0,6.80000,,,0,0.000000,,,0,38.84,4.97,-4.31,0,686,,,0,,5957.00,200.00,-200.00,0,0.91,0.43,-0.43,0,0.93,0.04,-0.05,0,4.52,0.30,-0.30,0,1389.4800000,75.4100000,-68.1600000
Kepler-255 b,Kepler-255,1,3,2014,0,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,3.02000,,,0,0.000000,,,0,174.40,12.94,-11.93,0,971,,,0,,5573.00,200.00,-200.00,0,0.93,0.37,-0.37,0,0.87,0.06,-0.03,0,4.52,0.30,-0.30,0,1052.5300000,31.0550000,-31.0550000
Kepler-255 c,Kepler-255,1,3,2014,0,9.94604700,0.00003500,-0.00003500,0,0.092000,,,0,9.22000,,,0,0.000000,,,0,83.26,6.18,-5.70,0,807,,,0,,5573.00,200.00,-200.00,0,0.93,0.37,-0.37,0,0.87,0.06,-0.03,0,4.52,0.30,-0.30,0,1052.5300000,31.0550000,-31.0550000
Kepler-255 d,Kepler-255,1,3,2016,0,1.04562266,0.00000267,-0.00000267,0,0.019200,,,0,2.30000,,,0,0.000000,,,0,1686.09,125.14,-115.36,0,1710,,,0,,5431.00,93.33,-139.79,0,0.86,0.07,-0.06,0,0.90,0.04,-0.05,0,4.53,0.04,-0.08,0,1052.5300000,31.0550000,-31.0550000
Kepler-256 b,Kepler-256,1,4,2014,0,1.62049300,0.00000900,-0.00000900,0,0.027000,,,0,3.15000,,,0,0.000000,,,0,1225.93,76.58,-71.57,0,1681,,,0,,5551.00,111.00,-111.00,0,1.30,0.32,-0.32,0,0.97,0.05,-0.04,0,4.22,0.19,-0.19,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 c,Kepler-256,1,4,2014,0,3.38802000,0.00001600,-0.00001600,0,0.045000,,,0,5.27000,,,0,0.000000,,,0,457.07,28.55,-26.68,0,1315,,,0,,5551.00,111.00,-111.00,0,1.30,0.32,-0.32,0,0.97,0.05,-0.04,0,4.22,0.19,-0.19,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 d,Kepler-256,1,4,2014,0,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,6.71000,,,0,0.000000,,,0,221.10,13.81,-12.91,0,1097,,,0,,5551.00,111.00,-111.00,0,1.30,0.32,-0.32,0,0.97,0.05,-0.04,0,4.22,0.19,-0.19,0,1026.4300000,24.1900000,-23.1100000
Kepler-256 e,Kepler-256,1,4,2014,0,10.68157200,0.00006600,-0.00006600,0,0.096000,,,0,6.12000,,,0,0.000000,,,0,98.90,6.18,-5.77,0,897,,,0,,5551.00,111.00,-111.00,0,1.30,0.32,-0.32,0,0.97,0.05,-0.04,0,4.22,0.19,-0.19,0,1026.4300000,24.1900000,-23.1100000
Kepler-257 b,Kepler-257,1,3,2014,0,2.38266700,0.00000600,-0.00000600,0,0.034000,,,0,7.32000,,,0,0.000000,,,0,553.53,581.85,-206.16,0,1237,,,0,,5180.00,200.00,-200.00,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0,4.36,0.30,-0.30,0,780.2560000,17.5400000,-16.7990000
Kepler-257 c,Kepler-257,1,3,2014,0,6.58148400,0.00000800,-0.00000800,0,0.066000,,,0,25.20000,,,0,0.000000,,,0,142.63,149.93,-53.12,0,881,,,0,,5180.00,200.00,-200.00,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0,4.36,0.30,-0.30,0,780.2560000,17.5400000,-16.7990000
Kepler-257 d,Kepler-257,1,3,2014,0,24.66455100,0.00005100,-0.00005100,0,0.160000,,,0,21.70000,,,0,0.000000,,,0,24.53,25.78,-9.14,0,567,,,0,,5180.00,200.00,-200.00,0,1.04,0.52,-0.52,0,0.85,0.04,-0.04,0,4.36,0.30,-0.30,0,780.2560000,17.5400000,-16.7990000
Kepler-258 b,Kepler-258,1,2,2014,0,13.19722000,0.00001900,-0.00001900,0,0.103000,,,0,15.50000,,,0,0.000000,,,0,27.79,1.07,-1.02,0,642,,,0,,4942.00,200.00,-200.00,0,0.92,0.61,-0.61,0,0.82,0.03,-0.04,0,4.44,0.30,-0.30,0,575.9880000,8.1805000,-8.1805000
Kepler-258 c,Kepler-258,1,2,2014,0,33.65307900,0.00018900,-0.00018900,0,0.193000,,,0,12.70000,,,0,0.000000,,,0,7.99,0.31,-0.29,0,470,,,0,,4942.00,200.00,-200.00,0,0.92,0.61,-0.61,0,0.82,0.03,-0.04,0,4.44,0.30,-0.30,0,575.9880000,8.1805000,-8.1805000
Kepler-259 b,Kepler-259,1,2,2014,0,8.11531700,0.00002200,-0.00002200,0,0.079000,,,0,8.25000,,,0,0.000000,,,0,113.45,6.74,-6.30,0,879,,,0,,5938.00,200.00,-200.00,0,0.90,0.43,-0.43,0,0.93,0.04,-0.05,0,4.53,0.30,-0.30,0,1002.1400000,26.3300000,-25.0460000
Kepler-259 c,Kepler-259,1,2,2014,0,36.92493100,0.00018100,-0.00018100,0,0.217000,,,0,7.75000,,,0,0.000000,,,0,15.05,0.89,-0.84,0,530,,,0,,5938.00,200.00,-200.00,0,0.90,0.43,-0.43,0,0.93,0.04,-0.05,0,4.53,0.30,-0.30,0,1002.1400000,26.3300000,-25.0460000
Kepler-26 b,Kepler-26,1,4,2011,0,12.28000000,0.00030000,-0.00030000,0,0.085510,0.003930,-0.003930,0,5.12000,0.65000,-0.61000,0,0.000000,,,0,7.60,1.10,-1.10,0,431,,,0,M0 V,3914.00,119.00,-119.00,0,0.51,0.02,-0.02,0,0.54,0.03,-0.03,0,4.68,0.01,-0.01,0,335.3070000,3.0565000,-3.0565000
Kepler-26 c,Kepler-26,1,4,2011,0,17.25590000,0.00060000,-0.00060000,0,0.107250,0.004930,-0.004930,0,6.20000,0.65000,-0.65000,0,0.000000,,,0,4.82,0.72,-0.72,0,385,,,0,M0 V,3914.00,119.00,-119.00,0,0.51,0.02,-0.02,0,0.54,0.03,-0.03,0,4.68,0.01,-0.01,0,335.3070000,3.0565000,-3.0565000
Kepler-26 d,Kepler-26,1,4,2014,0,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,1.24000,,,0,0.000000,,,0,31.79,2.07,-1.70,0,652,,,0,M0 V,4486.00,116.00,-116.00,0,0.57,0.03,-0.03,0,0.62,0.02,-0.03,0,4.73,0.20,-0.20,0,335.3070000,3.0565000,-3.0565000
Kepler-26 e,Kepler-26,1,4,2014,0,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,6.39000,,,0,0.000000,,,0,1.75,0.18,-0.17,0,276,,,0,M0 V,4486.00,116.00,-116.00,0,0.57,0.03,-0.03,0,0.62,0.02,-0.03,0,4.73,0.20,-0.20,0,335.3070000,3.0565000,-3.0565000
Kepler-260 b,Kepler-260,1,2,2014,0,8.18739900,0.00002200,-0.00002200,0,0.075000,,,0,4.70000,,,0,0.000000,,,0,132.13,4.49,-4.31,0,782,,,0,,5250.00,257.00,-257.00,0,0.86,0.23,-0.23,0,0.92,0.03,-0.03,0,4.49,0.20,-0.20,0,627.3650000,7.2615000,-7.2615000
Kepler-260 c,Kepler-260,1,2,2014,0,76.05017800,0.00102600,-0.00102600,0,0.332000,,,0,3.68000,,,0,0.000000,,,0,6.78,0.23,-0.22,0,372,,,0,,5250.00,257.00,-257.00,0,0.86,0.23,-0.23,0,0.92,0.03,-0.03,0,4.49,0.20,-0.20,0,627.3650000,7.2615000,-7.2615000
Kepler-261 b,Kepler-261,1,2,2014,0,10.38122700,0.00001600,-0.00001600,0,0.088000,,,0,5.39000,,,0,0.000000,,,0,45.78,1.03,-1.01,0,672,,,0,,5098.00,100.00,-100.00,0,0.79,0.05,-0.05,0,0.88,0.03,-0.03,0,4.56,0.15,-0.15,0,317.4990000,1.7560000,-1.7370000
Kepler-261 c,Kepler-261,1,2,2014,0,24.57085800,0.00006900,-0.00006900,0,0.156000,,,0,4.66000,,,0,0.000000,,,0,14.51,0.33,-0.32,0,505,,,0,,5098.00,100.00,-100.00,0,0.79,0.05,-0.05,0,0.88,0.03,-0.03,0,4.56,0.15,-0.15,0,317.4990000,1.7560000,-1.7370000
